Source Of Data,Period,Division,Business Unit,BWN,Entity,CostElement,Currency,CurrencyType,Scenario,Measure,Value
Manual Input,2022.04,PS,P00281,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,508149
Manual Input,2022.04,PS,P00282,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,66471
Manual Input,2022.04,PS,P00283,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,116038
Manual Input,2022.04,PS,P00284,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,411010
Manual Input,2022.04,PS,P00294,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,184610
Manual Input,2022.04,PS,P00295,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,112211
Manual Input,2022.04,PS,P00311,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,62689
Manual Input,2022.04,PS,P00460,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,1613
Manual Input,2022.04,PS,P00541,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,90000
Manual Input,2022.04,PS,P00579,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,71630
Manual Input,2022.04,PS,P00580,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,394823
Manual Input,2022.04,PS,P00581,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,47675
Manual Input,2022.04,PS,P00586,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,333801
Manual Input,2022.04,PS,P00594,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,22728
Manual Input,2022.04,PS,P00932,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,101487
Manual Input,2022.04,PS,P00933,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,47100
Manual Input,2022.04,PS,P00937,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,242
Manual Input,2022.05,PS,P00055,982,ADP,1426310000,USD,CompanyCodeCurrency,Actual,Value,-33305.57
Manual Input,2022.05,PS,P00260,982,ADP,1426310000,USD,CompanyCodeCurrency,Actual,Value,273830.91
Manual Input,2022.05,PS,Y00071,982,ADP,1426310000,USD,CompanyCodeCurrency,Actual,Value,-240525.34
Manual Input,2022.05,PS,P00200,555,BARP,1426310000,EUR,CompanyCodeCurrency,Actual,Value,-3830.83
Manual Input,2022.05,PS,P00200,65B,BIDP1,1426310000,INR,CompanyCodeCurrency,Actual,Value,-62588
Manual Input,2022.05,PS,P00091,684,CAP,1426310000,BRL,CompanyCodeCurrency,Actual,Value,6411.02
Manual Input,2022.05,PS,P00200,684,CAP,1426310000,BRL,CompanyCodeCurrency,Actual,Value,-1199.18
Manual Input,2022.05,PS,P00220,684,CAP,1426310000,BRL,CompanyCodeCurrency,Actual,Value,4917.54
Manual Input,2022.05,PS,P00258,684,CAP,1426310000,BRL,CompanyCodeCurrency,Actual,Value,3879.89
Manual Input,2022.05,PS,P00280,684,CAP,1426310000,BRL,CompanyCodeCurrency,Actual,Value,9754.58
Manual Input,2022.05,PS,P00282,684,CAP,1426310000,BRL,CompanyCodeCurrency,Actual,Value,3160.34
Manual Input,2022.05,PS,P00283,684,CAP,1426310000,BRL,CompanyCodeCurrency,Actual,Value,443.45
Manual Input,2022.05,PS,P00291,684,CAP,1426310000,BRL,CompanyCodeCurrency,Actual,Value,2675.17
Manual Input,2022.05,PS,P00298,684,CAP,1426310000,BRL,CompanyCodeCurrency,Actual,Value,1199.18
Manual Input,2022.05,PS,P00580,684,CAP,1426310000,BRL,CompanyCodeCurrency,Actual,Value,13456.1
Manual Input,2022.05,PS,P00586,684,CAP,1426310000,BRL,CompanyCodeCurrency,Actual,Value,1120.02
Manual Input,2022.05,PS,P00590,684,CAP,1426310000,BRL,CompanyCodeCurrency,Actual,Value,1009.98
Manual Input,2022.05,PS,S01010,684,CAP,1426310000,BRL,CompanyCodeCurrency,Actual,Value,8487.03
Manual Input,2022.05,PS,S01020,684,CAP,1426310000,BRL,CompanyCodeCurrency,Actual,Value,-44579.29
Manual Input,2022.05,PS,P00200,685,CTP,1426310000,BRL,CompanyCodeCurrency,Actual,Value,50238.29
Manual Input,2022.05,PS,P00026,816,EE_WOP,1426310000,EUR,CompanyCodeCurrency,Actual,Value,47.86
Manual Input,2022.05,PS,P00085,816,EE_WOP,1426310000,EUR,CompanyCodeCurrency,Actual,Value,123.19
Manual Input,2022.05,PS,P00260,816,EE_WOP,1426310000,EUR,CompanyCodeCurrency,Actual,Value,224.1
Manual Input,2022.05,PS,P00283,816,EE_WOP,1426310000,EUR,CompanyCodeCurrency,Actual,Value,-1.81
Manual Input,2022.05,PS,P00310,816,EE_WOP,1426310000,EUR,CompanyCodeCurrency,Actual,Value,41.38
Manual Input,2022.05,PS,P00311,816,EE_WOP,1426310000,EUR,CompanyCodeCurrency,Actual,Value,41.54
Manual Input,2022.05,PS,P00581,816,EE_WOP,1426310000,EUR,CompanyCodeCurrency,Actual,Value,2.54
Manual Input,2022.05,PS,P00586,816,EE_WOP,1426310000,EUR,CompanyCodeCurrency,Actual,Value,5.57
Manual Input,2022.05,PS,P00055,87,NuP1,1426310000,EUR,CompanyCodeCurrency,Actual,Value,4784
Manual Input,2022.05,PS,P00068,87,NuP1,1426310000,EUR,CompanyCodeCurrency,Actual,Value,-779
Manual Input,2022.05,PS,P00284,87,NuP1,1426310000,EUR,CompanyCodeCurrency,Actual,Value,-3018
Manual Input,2022.05,PS,P00479,87,NuP1,1426310000,EUR,CompanyCodeCurrency,Actual,Value,985
Manual Input,2022.05,PS,P00200,539,KRPS_WOP,1426310000,KRW,CompanyCodeCurrency,Actual,Value,-125854425
Manual Input,2022.05,PS,P00021,615,SLPP,1426310000,USD,CompanyCodeCurrency,Actual,Value,24505
Manual Input,2022.05,PS,P00055,615,SLPP,1426310000,USD,CompanyCodeCurrency,Actual,Value,59389
Manual Input,2022.05,PS,P00068,615,SLPP,1426310000,USD,CompanyCodeCurrency,Actual,Value,-24380
Manual Input,2022.05,PS,P00091,615,SLPP,1426310000,USD,CompanyCodeCurrency,Actual,Value,-1425
Manual Input,2022.05,PS,P00220,615,SLPP,1426310000,USD,CompanyCodeCurrency,Actual,Value,-736
Manual Input,2022.05,PS,P00290,615,SLPP,1426310000,USD,CompanyCodeCurrency,Actual,Value,-29
Manual Input,2022.05,PS,P00581,615,SLPP,1426310000,USD,CompanyCodeCurrency,Actual,Value,-52
Manual Input,2022.05,PS,P00010,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,-130192
Manual Input,2022.05,PS,P00011,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,194613
Manual Input,2022.05,PS,P00020,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,66088
Manual Input,2022.05,PS,P00021,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,82003
Manual Input,2022.05,PS,P00026,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,10546
Manual Input,2022.05,PS,P00054,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,183514
Manual Input,2022.05,PS,P00055,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,59570
Manual Input,2022.05,PS,P00068,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,91114
Manual Input,2022.05,PS,P00085,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,13700
Manual Input,2022.05,PS,P00086,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,21971
Manual Input,2022.05,PS,P00091,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,60728
Manual Input,2022.05,PS,P00220,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,37681
Manual Input,2022.05,PS,P00258,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,384598
Manual Input,2022.05,PS,P00260,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,43853
Manual Input,2022.05,PS,P00280,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,365260
Manual Input,2022.05,PS,P00281,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,224174
Manual Input,2022.05,PS,P00282,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,50603
Manual Input,2022.05,PS,P00283,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,39973
Manual Input,2022.05,PS,P00284,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,138730
Manual Input,2022.05,PS,P00294,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,87928
Manual Input,2022.05,PS,P00295,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,45424
Manual Input,2022.05,PS,P00311,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,34276
Manual Input,2022.05,PS,P00460,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,-361
Manual Input,2022.05,PS,P00541,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,59473
Manual Input,2022.05,PS,P00579,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,57071
Manual Input,2022.05,PS,P00580,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,97146
Manual Input,2022.05,PS,P00581,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,24945
Manual Input,2022.05,PS,P00586,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,129456
Manual Input,2022.05,PS,P00594,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,6726
Manual Input,2022.05,PS,P00932,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,39180
Manual Input,2022.05,PS,P00933,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,57312
Manual Input,2022.05,PS,P00937,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,-54
Manual Input,2022.06,PS,P00055,982,ADP,1426310000,USD,CompanyCodeCurrency,Actual,Value,-16414.71
Manual Input,2022.06,PS,P00260,982,ADP,1426310000,USD,CompanyCodeCurrency,Actual,Value,253376.88
Manual Input,2022.06,PS,Y00071,982,ADP,1426310000,USD,CompanyCodeCurrency,Actual,Value,-236962.17
Manual Input,2022.06,PS,P00200,555,BARP,1426310000,EUR,CompanyCodeCurrency,Actual,Value,-3038.69
Manual Input,2022.06,PS,P00200,65B,BIDP1,1426310000,INR,CompanyCodeCurrency,Actual,Value,3168939
Manual Input,2022.06,PS,P00091,684,CAP,1426310000,BRL,CompanyCodeCurrency,Actual,Value,17742.79
Manual Input,2022.06,PS,P00220,684,CAP,1426310000,BRL,CompanyCodeCurrency,Actual,Value,67469.41
Manual Input,2022.06,PS,P00258,684,CAP,1426310000,BRL,CompanyCodeCurrency,Actual,Value,11544.92
Manual Input,2022.06,PS,P00280,684,CAP,1426310000,BRL,CompanyCodeCurrency,Actual,Value,26559.26
Manual Input,2022.06,PS,P00282,684,CAP,1426310000,BRL,CompanyCodeCurrency,Actual,Value,18935.95
Manual Input,2022.06,PS,P00283,684,CAP,1426310000,BRL,CompanyCodeCurrency,Actual,Value,1220.23
Manual Input,2022.06,PS,P00291,684,CAP,1426310000,BRL,CompanyCodeCurrency,Actual,Value,7361.17
Manual Input,2022.06,PS,P00298,684,CAP,1426310000,BRL,CompanyCodeCurrency,Actual,Value,-450
Manual Input,2022.06,PS,P00580,684,CAP,1426310000,BRL,CompanyCodeCurrency,Actual,Value,52353.81
Manual Input,2022.06,PS,P00586,684,CAP,1426310000,BRL,CompanyCodeCurrency,Actual,Value,7844.52
Manual Input,2022.06,PS,P00590,684,CAP,1426310000,BRL,CompanyCodeCurrency,Actual,Value,4168.23
Manual Input,2022.06,PS,S01010,684,CAP,1426310000,BRL,CompanyCodeCurrency,Actual,Value,2083.13
Manual Input,2022.06,PS,S01020,684,CAP,1426310000,BRL,CompanyCodeCurrency,Actual,Value,-122667.52
Manual Input,2022.06,PS,P00200,685,CTP,1426310000,BRL,CompanyCodeCurrency,Actual,Value,-180.53
Manual Input,2022.06,PS,P00026,816,EE_WOP,1426310000,EUR,CompanyCodeCurrency,Actual,Value,126.99
Manual Input,2022.06,PS,P00085,816,EE_WOP,1426310000,EUR,CompanyCodeCurrency,Actual,Value,344.08
Manual Input,2022.06,PS,P00260,816,EE_WOP,1426310000,EUR,CompanyCodeCurrency,Actual,Value,558.88
Manual Input,2022.06,PS,P00283,816,EE_WOP,1426310000,EUR,CompanyCodeCurrency,Actual,Value,12.37
Manual Input,2022.06,PS,P00310,816,EE_WOP,1426310000,EUR,CompanyCodeCurrency,Actual,Value,118.44
Manual Input,2022.06,PS,P00311,816,EE_WOP,1426310000,EUR,CompanyCodeCurrency,Actual,Value,118.51
Manual Input,2022.06,PS,P00581,816,EE_WOP,1426310000,EUR,CompanyCodeCurrency,Actual,Value,2.5
Manual Input,2022.06,PS,P00586,816,EE_WOP,1426310000,EUR,CompanyCodeCurrency,Actual,Value,46.68
Manual Input,2022.06,PS,P00055,87,NuP1,1426310000,EUR,CompanyCodeCurrency,Actual,Value,4672
Manual Input,2022.06,PS,P00068,87,NuP1,1426310000,EUR,CompanyCodeCurrency,Actual,Value,-761
Manual Input,2022.06,PS,P00281,87,NuP1,1426310000,EUR,CompanyCodeCurrency,Actual,Value,-3897
Manual Input,2022.06,PS,P00284,87,NuP1,1426310000,EUR,CompanyCodeCurrency,Actual,Value,-2949
Manual Input,2022.06,PS,P00479,87,NuP1,1426310000,EUR,CompanyCodeCurrency,Actual,Value,963
Manual Input,2022.06,PS,P00200,539,KRPS_WOP,1426310000,KRW,CompanyCodeCurrency,Actual,Value,-64385352
Manual Input,2022.06,PS,P00021,615,SLPP,1426310000,USD,CompanyCodeCurrency,Actual,Value,5231
Manual Input,2022.06,PS,P00055,615,SLPP,1426310000,USD,CompanyCodeCurrency,Actual,Value,5205
Manual Input,2022.06,PS,P00068,615,SLPP,1426310000,USD,CompanyCodeCurrency,Actual,Value,-20326
Manual Input,2022.06,PS,P00091,615,SLPP,1426310000,USD,CompanyCodeCurrency,Actual,Value,-39
Manual Input,2022.06,PS,P00220,615,SLPP,1426310000,USD,CompanyCodeCurrency,Actual,Value,-19
Manual Input,2022.06,PS,P00290,615,SLPP,1426310000,USD,CompanyCodeCurrency,Actual,Value,-17
Manual Input,2022.06,PS,P00581,615,SLPP,1426310000,USD,CompanyCodeCurrency,Actual,Value,-601
Manual Input,2022.06,PS,P00594,615,SLPP,1426310000,USD,CompanyCodeCurrency,Actual,Value,-2794
Manual Input,2022.06,PS,P00010,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,166698
Manual Input,2022.06,PS,P00011,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,82587
Manual Input,2022.06,PS,P00020,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,234134
Manual Input,2022.06,PS,P00021,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,188587
Manual Input,2022.06,PS,P00026,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,32305
Manual Input,2022.06,PS,P00054,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,277851
Manual Input,2022.06,PS,P00055,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,55986
Manual Input,2022.06,PS,P00068,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,210160
Manual Input,2022.06,PS,P00085,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,25427
Manual Input,2022.06,PS,P00086,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,8237
Manual Input,2022.06,PS,P00091,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,142413
Manual Input,2022.06,PS,P00220,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,72025
Manual Input,2022.06,PS,P00258,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,668062
Manual Input,2022.06,PS,P00260,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,327585
Manual Input,2022.06,PS,P00280,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,799858
Manual Input,2022.06,PS,P00281,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,541175
Manual Input,2022.06,PS,P00282,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,55947
Manual Input,2022.06,PS,P00283,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,79997
Manual Input,2022.06,PS,P00284,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,287917
Manual Input,2022.06,PS,P00294,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,184539
Manual Input,2022.06,PS,P00295,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,81072
Manual Input,2022.06,PS,P00311,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,59816
Manual Input,2022.06,PS,P00460,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,271
Manual Input,2022.06,PS,P00541,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,81964
Manual Input,2022.06,PS,P00579,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,79555
Manual Input,2022.06,PS,P00580,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,317148
Manual Input,2022.06,PS,P00581,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,56169
Manual Input,2022.06,PS,P00586,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,252760
Manual Input,2022.06,PS,P00594,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,7720
Manual Input,2022.06,PS,P00932,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,98274
Manual Input,2022.06,PS,P00933,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,91455
Manual Input,2022.06,PS,P00937,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,41
Manual Input,2022.07,PS,P00055,982,ADP,1426310000,USD,CompanyCodeCurrency,Actual,Value,-31082.29
Manual Input,2022.07,PS,P00260,982,ADP,1426310000,USD,CompanyCodeCurrency,Actual,Value,284023.13
Manual Input,2022.07,PS,Y00071,982,ADP,1426310000,USD,CompanyCodeCurrency,Actual,Value,-252940.84
Manual Input,2022.07,PS,P00200,555,BARP,1426310000,EUR,CompanyCodeCurrency,Actual,Value,-539.4
Manual Input,2022.07,PS,P00200,65B,BIDP1,1426310000,INR,CompanyCodeCurrency,Actual,Value,5294453
Manual Input,2022.07,PS,P00091,684,CAP,1426310000,BRL,CompanyCodeCurrency,Actual,Value,51701.31
Manual Input,2022.07,PS,P00220,684,CAP,1426310000,BRL,CompanyCodeCurrency,Actual,Value,42814.17
Manual Input,2022.07,PS,P00258,684,CAP,1426310000,BRL,CompanyCodeCurrency,Actual,Value,23591.83
Manual Input,2022.07,PS,P00280,684,CAP,1426310000,BRL,CompanyCodeCurrency,Actual,Value,57373.51
Manual Input,2022.07,PS,P00282,684,CAP,1426310000,BRL,CompanyCodeCurrency,Actual,Value,1218.41
Manual Input,2022.07,PS,P00291,684,CAP,1426310000,BRL,CompanyCodeCurrency,Actual,Value,15647.32
Manual Input,2022.07,PS,P00580,684,CAP,1426310000,BRL,CompanyCodeCurrency,Actual,Value,77133.51
Manual Input,2022.07,PS,P00586,684,CAP,1426310000,BRL,CompanyCodeCurrency,Actual,Value,11116.77
Manual Input,2022.07,PS,P00590,684,CAP,1426310000,BRL,CompanyCodeCurrency,Actual,Value,5416.08
Manual Input,2022.07,PS,P00943,684,CAP,1426310000,BRL,CompanyCodeCurrency,Actual,Value,-739.2
Manual Input,2022.07,PS,S00801,684,CAP,1426310000,BRL,CompanyCodeCurrency,Actual,Value,99401.32
Manual Input,2022.07,PS,S01010,684,CAP,1426310000,BRL,CompanyCodeCurrency,Actual,Value,-979.91
Manual Input,2022.07,PS,S01020,684,CAP,1426310000,BRL,CompanyCodeCurrency,Actual,Value,-74343.67
Manual Input,2022.07,PS,P00200,685,CTP,1426310000,BRL,CompanyCodeCurrency,Actual,Value,31275.38
Manual Input,2022.07,PS,P00260,816,EE_WOP,1426310000,EUR,CompanyCodeCurrency,Actual,Value,452.1
Manual Input,2022.07,PS,P00283,816,EE_WOP,1426310000,EUR,CompanyCodeCurrency,Actual,Value,7.74
Manual Input,2022.07,PS,P00310,816,EE_WOP,1426310000,EUR,CompanyCodeCurrency,Actual,Value,93.41
Manual Input,2022.07,PS,P00311,816,EE_WOP,1426310000,EUR,CompanyCodeCurrency,Actual,Value,93.53
Manual Input,2022.07,PS,P00055,87,NuP1,1426310000,EUR,CompanyCodeCurrency,Actual,Value,3256
Manual Input,2022.07,PS,P00068,87,NuP1,1426310000,EUR,CompanyCodeCurrency,Actual,Value,-530
Manual Input,2022.07,PS,P00281,87,NuP1,1426310000,EUR,CompanyCodeCurrency,Actual,Value,-1368
Manual Input,2022.07,PS,P00284,87,NuP1,1426310000,EUR,CompanyCodeCurrency,Actual,Value,-2030
Manual Input,2022.07,PS,P00479,87,NuP1,1426310000,EUR,CompanyCodeCurrency,Actual,Value,673
Manual Input,2022.07,PS,P00200,539,KRPS_WOP,1426310000,KRW,CompanyCodeCurrency,Actual,Value,-37148208
Manual Input,2022.07,PS,P00021,615,SLPP,1426310000,USD,CompanyCodeCurrency,Actual,Value,17774
Manual Input,2022.07,PS,P00055,615,SLPP,1426310000,USD,CompanyCodeCurrency,Actual,Value,5594
Manual Input,2022.07,PS,P00068,615,SLPP,1426310000,USD,CompanyCodeCurrency,Actual,Value,-20109
Manual Input,2022.07,PS,P00220,615,SLPP,1426310000,USD,CompanyCodeCurrency,Actual,Value,5
Manual Input,2022.07,PS,P00290,615,SLPP,1426310000,USD,CompanyCodeCurrency,Actual,Value,10
Manual Input,2022.07,PS,P00581,615,SLPP,1426310000,USD,CompanyCodeCurrency,Actual,Value,22
Manual Input,2022.07,PS,P00594,615,SLPP,1426310000,USD,CompanyCodeCurrency,Actual,Value,-500
Manual Input,2022.07,PS,P00010,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,277513
Manual Input,2022.07,PS,P00011,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,58300
Manual Input,2022.07,PS,P00020,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,216505
Manual Input,2022.07,PS,P00021,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,138013
Manual Input,2022.07,PS,P00026,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,29792
Manual Input,2022.07,PS,P00054,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,235860
Manual Input,2022.07,PS,P00055,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,49336
Manual Input,2022.07,PS,P00068,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,176239
Manual Input,2022.07,PS,P00085,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,27994
Manual Input,2022.07,PS,P00086,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,21793
Manual Input,2022.07,PS,P00091,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,135625
Manual Input,2022.07,PS,P00220,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,69199
Manual Input,2022.07,PS,P00258,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,576308
Manual Input,2022.07,PS,P00260,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,326579
Manual Input,2022.07,PS,P00280,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,741709
Manual Input,2022.07,PS,P00281,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,447185
Manual Input,2022.07,PS,P00282,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,36241
Manual Input,2022.07,PS,P00283,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,67415
Manual Input,2022.07,PS,P00284,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,277196
Manual Input,2022.07,PS,P00294,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,138804
Manual Input,2022.07,PS,P00295,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,87408
Manual Input,2022.07,PS,P00311,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,38568
Manual Input,2022.07,PS,P00460,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,-134
Manual Input,2022.07,PS,P00541,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,69404
Manual Input,2022.07,PS,P00579,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,79073
Manual Input,2022.07,PS,P00580,566,UAESPS_WOP,1426310000,CNY,CompanyCodeCurrency,Actual,Value,292215
